timestamp,asset,action,side,entry_price,exit_price,size,pnl,duration_sec,time_remaining,prob_at_entry,prob_at_exit,binance_change
2026-01-10T16:59:06.584389,BTC,BUY,UP,0.075,0.075,25.0,0.0,0.514103,0.05992275444444444,0.075,0.075,0.0
2026-01-10T16:59:06.585756,ETH,SELL,DOWN,0.775,0.225,25.0,0.0,0.51488,0.05992275444444444,0.225,0.225,0.0
2026-01-10T16:59:07.598571,BTC,BUY,UP,0.075,0.075,25.0,0.0,0.507168,0.05878839111111111,0.075,0.075,0.0
2026-01-10T16:59:07.599327,ETH,BUY,UP,0.225,0.225,25.0,0.0,0.507344,0.05878839111111111,0.225,0.225,0.0
2026-01-10T16:59:07.601129,XRP,SELL,DOWN,0.13,0.87,25.0,0.0,0.508019,0.05878839111111111,0.87,0.87,0.0
2026-01-10T16:59:08.106095,SOL,SELL,DOWN,0.44999999999999996,0.08499999999999999,18.75,19.375000000000007,0.505432,0.05822494555555555,0.55,0.08499999999999999,0.0
2026-01-10T16:59:08.618308,ETH,BUY,UP,0.025,0.025,25.0,0.0,0.512529,0.05766154444444444,0.025,0.025,0.0
2026-01-10T16:59:09.128560,SOL,BUY,UP,0.125,0.12,25.0,-1.0000000000000009,0.509319,0.05709196111111111,0.125,0.12,0.0
2026-01-10T16:59:10.142722,ETH,SELL,DOWN,0.975,0.025,25.0,0.0,0.51114,0.055966242222222226,0.025,0.025,0.0
2026-01-10T16:59:10.143294,SOL,BUY,UP,0.12,0.11,25.0,-2.0833333333333326,0.511115,0.055966242222222226,0.12,0.11,0.0
2026-01-10T16:59:11.155205,ETH,SELL,DOWN,0.975,0.025,25.0,0.0,0.505044,0.05483462777777778,0.025,0.025,0.0
2026-01-10T16:59:11.155885,SOL,SELL,DOWN,0.89,0.11,24.625,0.0,0.504934,0.05483462777777778,0.11,0.11,0.0
2026-01-10T16:59:12.677552,SOL,SELL,DOWN,0.89,0.1,23.787625000000002,0.26727668539325866,0.509808,0.053148702222222226,0.11,0.1,0.0
2026-01-10T17:00:25.208343,SOL,SELL,DOWN,0.495,0.505,12.5,0.0,0.506687,0.972555818888889,0.505,0.505,0.0
2026-01-10T17:00:26.228914,BTC,SELL,DOWN,0.45499999999999996,0.46499999999999997,12.5,2.1978021978021998,1.528493,0.972555818888889,0.545,0.46499999999999997,0.0
2026-01-10T17:00:26.736177,SOL,SELL,DOWN,0.495,0.44,12.5,1.6414141414141428,1.016921,0.9714249566666667,0.505,0.44,0.0
2026-01-10T17:00:26.737212,XRP,SELL,DOWN,0.495,0.545,12.5,-1.010101010101011,2.03499,0.972555818888889,0.505,0.545,0.0
2026-01-10T17:00:27.763888,XRP,BUY,UP,0.545,0.545,12.5,0.0,0.513814,0.9697280222222222,0.545,0.545,0.0
2026-01-10T17:00:28.273090,SOL,SELL,DOWN,0.56,0.44,18.75,0.0,0.518233,0.9691629988888889,0.44,0.44,0.0
2026-01-10T17:00:28.782709,BTC,SELL,DOWN,0.535,0.46499999999999997,12.5,0.0,2.047721,0.9702953622222221,0.46499999999999997,0.46499999999999997,0.0
2026-01-10T17:00:28.783860,ETH,SELL,DOWN,0.475,0.51,12.5,0.39473684210526355,3.576227,0.9719928555555556,0.525,0.51,0.0
2026-01-10T17:00:28.785219,XRP,SELL,DOWN,0.45499999999999996,0.545,12.5,0.0,0.511121,0.9685874566666667,0.545,0.545,0.0
2026-01-10T17:00:29.296225,SOL,SELL,DOWN,0.56,0.44,18.75,0.0,0.511648,0.96802041,0.44,0.44,0.0
2026-01-10T17:00:29.805262,XRP,BUY,UP,0.545,0.545,12.5,0.0,0.508171,0.9674515866666666,0.545,0.545,0.0
2026-01-10T17:00:30.316769,BTC,SELL,DOWN,0.535,0.46499999999999997,12.5,0.0,1.022293,0.9674515866666666,0.46499999999999997,0.46499999999999997,0.0
2026-01-10T17:00:30.318369,SOL,SELL,DOWN,0.56,0.44,18.75,0.0,0.514222,0.9668877,0.44,0.44,0.0
2026-01-10T17:00:30.828844,XRP,SELL,DOWN,0.45499999999999996,0.545,12.5,0.0,0.509702,0.9663161677777778,0.545,0.545,0.0
2026-01-10T17:00:31.339095,ETH,SELL,DOWN,0.49,0.525,11.862499999999999,-0.3631377551020411,2.043606,0.9674515866666666,0.51,0.525,0.0
2026-01-10T17:00:31.844650,BTC,SELL,DOWN,0.535,0.46499999999999997,12.5,0.0,1.017842,0.9657489811111111,0.46499999999999997,0.46499999999999997,0.0
2026-01-10T17:00:33.368279,SOL,SELL,DOWN,0.5700000000000001,0.41500000000000004,18.75,0.4934210526315757,2.540392,0.9657489811111111,0.43,0.41500000000000004,0.0
2026-01-10T17:00:33.369536,XRP,SELL,DOWN,0.45499999999999996,0.545,12.494874948749487,0.0,2.028773,0.9651812522222223,0.545,0.545,0.0
2026-01-10T17:00:49.186414,BTC,SELL,DOWN,0.535,0.455,12.307720976285786,0.23005085936982542,16.834243,0.9640541822222223,0.46499999999999997,0.455,0.0
2026-01-10T17:00:49.187552,ETH,SELL,DOWN,0.475,0.525,10.864111004856861,0.0,17.341745,0.9646180977777778,0.525,0.525,0.0
2026-01-10T17:00:49.188544,SOL,SELL,DOWN,0.585,0.41000000000000003,14.803255789998312,0.12652355376066945,15.311501,0.9623608511111111,0.41500000000000004,0.41000000000000003,0.0
